,all,all2022,all_fixed2022,autumn,autumn2022,autumn_fixed2022,lat,lon,spring,spring2022,spring_fixed2022,summer,summer2022,summer_fixed2022,spring_res,autumn_res,summer_res,all_res
278,27.15638905,26.74,27.38798169,280.216502,281,282.23335,36.0783,111.5531,113.0523303,110,111.554285,0.273461728,0.2162,0.315680609,1.4980453,-2.016848,-0.042218882,-0.23159264
245,27.36191953,31.64,27.59351216,281.781774,280,284.57021,35.2127,113.2269,117.2712931,99,113.1193143,0.311755159,0.2466,0.339640359,4.1519788,-2.788436,-0.0278852,-0.23159263
335,27.39350655,23.29,27.62509918,280.836314,271,284.731977,37.7394,112.5583,112.1577228,114,108.7383545,0.273130222,0.1943,0.301015422,3.4193683,-3.895663,-0.0278852,-0.23159263
337,27.39350655,28.58,27.62509918,280.836314,264,284.731977,37.782,112.4701,112.1577228,162,108.7383545,0.273130222,0.3291,0.308758489,3.4193683,-3.895663,-0.035628267,-0.23159263
338,27.39350655,32.08,27.62509918,280.836314,271,284.731977,37.8195,112.57,112.1577228,123,108.7383545,0.273130222,0.2858,0.301015422,3.4193683,-3.895663,-0.0278852,-0.23159263
341,27.39350655,21.77,27.62509918,280.836314,283,284.731977,37.8692,112.5369,112.1577228,113,108.7383545,0.273130222,0.1776,0.300316219,3.4193683,-3.895663,-0.027185997,-0.23159263
344,27.39350655,11.49,27.62509918,280.836314,268,284.731977,37.8873,112.5139,112.1577228,115,108.7383545,0.273130222,0.1248,0.300316219,3.4193683,-3.895663,-0.027185997,-0.23159263
331,27.39350655,32.53,27.62509918,280.836314,253,284.731977,37.6982,112.6991,111.7095689,154,108.7383545,0.273130222,0.3612,0.308758489,2.9712144,-3.895663,-0.035628267,-0.23159263
333,27.39350655,20.08,27.62509918,280.836314,268,284.731977,37.7124,112.469,111.7095689,137,108.7383545,0.273130222,0.198,0.315349103,2.9712144,-3.895663,-0.042218882,-0.23159263
228,26.90321011,32.39,27.13480274,276.3446705,305,279.1829282,34.7752,111.1922,110.5380282,107,107.8438687,0.281549448,0.2308,0.320297866,2.6941595,-2.8382577,-0.038748418,-0.23159263
237,27.36191953,27.58,27.59351216,282.907025,291,285.085832,35.0147,110.9956,115.9363745,104,112.0471765,0.275724753,0.2074,0.303609953,3.889198,-2.178807,-0.0278852,-0.23159263
238,27.36191953,19.52,27.59351216,282.907025,268,285.085832,35.0303,110.9686,112.9363745,110,111.0498427,0.275724753,0.1844,0.303609953,1.8865318,-2.178807,-0.0278852,-0.23159263
244,27.36191953,15.36,27.59351216,282.907025,288,285.085832,35.1147,111.0414,112.9363745,124,111.0498427,0.275724753,0.1613,0.305264981,1.8865318,-2.178807,-0.029540228,-0.23159263
231,26.90321011,16.72,27.13480274,276.3446705,284,278.5234775,34.7942,111.1587,109.5528758,110,107.9032828,0.281549448,0.3801,0.320297866,1.649593,-2.178807,-0.038748418,-0.23159263
